timestamp,datetime_utc,price_open,price_high,price_low,price_close,liquidation_long_usd,liquidation_short_usd,liquidation_total_usd,funding_open,funding_high,funding_low,funding_close,oi_open,oi_high,oi_low,oi_close,oi_weight_open,oi_weight_high,oi_weight_low,oi_weight_close,cvd_open,cvd_high,cvd_low,cvd_close
1780832400000,2026-06-07T11:40:00.000Z,62600,62659,62600,62659,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-37764.906999999985,-37764.906999999985,-37764.906999999985,-37764.906999999985
1780832700000,2026-06-07T11:45:00.000Z,62658.9,62730,62634.9,62722,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-37566.997999999985,-37566.997999999985,-37566.997999999985,-37566.997999999985
1780833000000,2026-06-07T11:50:00.000Z,62722,62722,62553.6,62646.8,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-37595.164999999986,-37595.164999999986,-37595.164999999986,-37595.164999999986
1780833300000,2026-06-07T11:55:00.000Z,62646.9,62646.9,62540,62598.8,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-37635.571999999986,-37635.571999999986,-37635.571999999986,-37635.571999999986
1780833600000,2026-06-07T12:00:00.000Z,62598.8,62617.7,62540,62601.9,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-37655.984999999986,-37655.984999999986,-37655.984999999986,-37655.984999999986
1780833900000,2026-06-07T12:05:00.000Z,62602,62616.2,62316.6,62396.1,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-38052.628999999986,-38052.628999999986,-38052.628999999986,-38052.628999999986
1780834200000,2026-06-07T12:10:00.000Z,62396.2,62417.9,62005.9,62059,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-39312.41399999999,-39312.41399999999,-39312.41399999999,-39312.41399999999
1780834500000,2026-06-07T12:15:00.000Z,62059.1,62210.3,61810.6,61974.9,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40156.77499999999,-40156.77499999999,-40156.77499999999,-40156.77499999999
1780834800000,2026-06-07T12:20:00.000Z,61975,62134.1,61901,61946.5,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-39777.732999999986,-39777.732999999986,-39777.732999999986,-39777.732999999986
1780835100000,2026-06-07T12:25:00.000Z,61946.4,62010.9,61866.5,61916.6,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-39761.599999999984,-39761.599999999984,-39761.599999999984,-39761.599999999984
1780835400000,2026-06-07T12:30:00.000Z,61916.7,61926,61625,61765.7,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40631.22299999998,-40631.22299999998,-40631.22299999998,-40631.22299999998
1780835700000,2026-06-07T12:35:00.000Z,61765.7,61895.2,61758.7,61866.1,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40394.89099999998,-40394.89099999998,-40394.89099999998,-40394.89099999998
1780836000000,2026-06-07T12:40:00.000Z,61866.1,61899.4,61509.1,61623.8,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41513.04199999998,-41513.04199999998,-41513.04199999998,-41513.04199999998
1780836300000,2026-06-07T12:45:00.000Z,61623.8,61834.3,61607,61828.3,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41155.11299999998,-41155.11299999998,-41155.11299999998,-41155.11299999998
1780836600000,2026-06-07T12:50:00.000Z,61828.3,61850,61709.4,61823.6,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41121.68499999998,-41121.68499999998,-41121.68499999998,-41121.68499999998
1780836900000,2026-06-07T12:55:00.000Z,61823.6,61981.1,61784.7,61871.1,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40829.050999999985,-40829.050999999985,-40829.050999999985,-40829.050999999985
1780837200000,2026-06-07T13:00:00.000Z,61871.1,61871.1,61730.6,61735.3,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41039.743999999984,-41039.743999999984,-41039.743999999984,-41039.743999999984
1780837500000,2026-06-07T13:05:00.000Z,61735.2,61791.1,61669.3,61689.1,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41106.535999999986,-41106.535999999986,-41106.535999999986,-41106.535999999986
1780837800000,2026-06-07T13:10:00.000Z,61689,61756.5,61619.9,61747.4,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41062.883999999984,-41062.883999999984,-41062.883999999984,-41062.883999999984
1780838100000,2026-06-07T13:15:00.000Z,61747.4,61782.3,61612.2,61628.1,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41299.66899999999,-41299.66899999999,-41299.66899999999,-41299.66899999999
1780838400000,2026-06-07T13:20:00.000Z,61628.2,61713.9,61628.1,61694.8,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41213.084999999985,-41213.084999999985,-41213.084999999985,-41213.084999999985
1780838700000,2026-06-07T13:25:00.000Z,61694.9,61828.9,61661.4,61822.4,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41100.946999999986,-41100.946999999986,-41100.946999999986,-41100.946999999986
1780839000000,2026-06-07T13:30:00.000Z,61822.5,61880,61753.3,61821,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40994.698999999986,-40994.698999999986,-40994.698999999986,-40994.698999999986
1780839300000,2026-06-07T13:35:00.000Z,61821,61821,61637.4,61701.4,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41081.66599999998,-41081.66599999998,-41081.66599999998,-41081.66599999998
1780839600000,2026-06-07T13:40:00.000Z,61701.4,61733.6,61655.1,61708.9,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41042.51999999998,-41042.51999999998,-41042.51999999998,-41042.51999999998
1780839900000,2026-06-07T13:45:00.000Z,61708.9,61750,61660.3,61675.8,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-41020.04399999998,-41020.04399999998,-41020.04399999998,-41020.04399999998
1780840200000,2026-06-07T13:50:00.000Z,61675.7,61794.8,61675.7,61694.3,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40977.14699999998,-40977.14699999998,-40977.14699999998,-40977.14699999998
1780840500000,2026-06-07T13:55:00.000Z,61694.3,61767.2,61675,61675,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40998.31899999998,-40998.31899999998,-40998.31899999998,-40998.31899999998
1780840800000,2026-06-07T14:00:00.000Z,61675.1,61776.4,61675,61739.3,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40948.41599999998,-40948.41599999998,-40948.41599999998,-40948.41599999998
1780841100000,2026-06-07T14:05:00.000Z,61739.4,61776.6,61720.9,61743.4,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40857.52299999999,-40857.52299999999,-40857.52299999999,-40857.52299999999
1780841400000,2026-06-07T14:10:00.000Z,61743.3,61796,61731.5,61762.4,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40762.23399999999,-40762.23399999999,-40762.23399999999,-40762.23399999999
1780841700000,2026-06-07T14:15:00.000Z,61762.5,61929.3,61715.7,61899.6,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40778.06099999999,-40778.06099999999,-40778.06099999999,-40778.06099999999
1780842000000,2026-06-07T14:20:00.000Z,61899.6,62062,61865.5,62018.9,0,0,0,0.00000407,0.00000407,0.00000407,0.00000407,7417960409.6382,7417960409.6382,7417960409.6382,7417960409.6382,0.00000407,0.00000407,0.00000407,0.00000407,-40456.516999999985,-40456.516999999985,-40456.516999999985,-40456.516999999985
