timestamp,datetime_utc,longUsd,shortUsd,totalUsd
1772436600000,2026-03-02T07:30:00.000Z,399.114,325930.83658,326329.95058
1772438400000,2026-03-02T08:00:00.000Z,244650.44144,319101.1464,563751.58784
1772440200000,2026-03-02T08:30:00.000Z,728.2506,620769.68153,621497.93213
1772442000000,2026-03-02T09:00:00.000Z,0,897565.31496,897565.31496
1772443800000,2026-03-02T09:30:00.000Z,91417.3733,132.6766,91550.04990000001
1772445600000,2026-03-02T10:00:00.000Z,52101.54335,94508.627,146610.17035
1772447400000,2026-03-02T10:30:00.000Z,1984.437,77867.0503,79851.48730000001
1772449200000,2026-03-02T11:00:00.000Z,467055.2956,11733.95228,478789.24788000004
1772451000000,2026-03-02T11:30:00.000Z,14669.32717,417573.78634,432243.11351
1772452800000,2026-03-02T12:00:00.000Z,20955.92577,0,20955.92577
1772454600000,2026-03-02T12:30:00.000Z,310716.88256,0,310716.88256
1772456400000,2026-03-02T13:00:00.000Z,336900.4479,144947.90756,481848.35546
1772458200000,2026-03-02T13:30:00.000Z,1338076.62502,197.6895,1338274.31452
1772460000000,2026-03-02T14:00:00.000Z,229911.33249,176191.40369,406102.73618
1772461800000,2026-03-02T14:30:00.000Z,507180.27989,3341638.24496,3848818.5248499997
1772463600000,2026-03-02T15:00:00.000Z,286575.99609,12115435.36973,12402011.36582
1772465400000,2026-03-02T15:30:00.000Z,2229656.68477,6663146.18715,8892802.87192
1772467200000,2026-03-02T16:00:00.000Z,640035.12218,2636674.46896,3276709.59114
1772469000000,2026-03-02T16:30:00.000Z,571798.15083,6262599.01744,6834397.168269999
1772470800000,2026-03-02T17:00:00.000Z,456552.00919,99788.13388,556340.14307
1772472600000,2026-03-02T17:30:00.000Z,1178291.03683,242754.30281,1421045.3396400001
1772474400000,2026-03-02T18:00:00.000Z,393640.78224,55104.17307,448744.95531
1772476200000,2026-03-02T18:30:00.000Z,167500.4246,332399.43578,499899.86037999997
1772478000000,2026-03-02T19:00:00.000Z,633191.26875,77517.5746,710708.8433500001
1772479800000,2026-03-02T19:30:00.000Z,6734.7277,92924.09404,99658.82174
1772481600000,2026-03-02T20:00:00.000Z,426812.01312,411665.67537,838477.6884900001
1772483400000,2026-03-02T20:30:00.000Z,19911.6854,1396586.24186,1416497.92726
1772485200000,2026-03-02T21:00:00.000Z,26997.49923,146558.63664,173556.13587
1772487000000,2026-03-02T21:30:00.000Z,277.62,152776.47155,153054.09154999998
